link,submitter,date,name
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3308791,Gunn Métis Local 55,2017-07-27,A85171-1 GML55_LetterToNEB_PRML_27JULY2017 - A5S5X9
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3307578,National Energy Board,2017-07-26,A85154-1 NEB Letter - Permit EPE-427 - RNYPCorp - Export electricity - A5S5K3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3298330,National Energy Board,2017-07-14,A84951-1 NEB – Letter – EIPE - A5S2L5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3297660,National Energy Board,2017-07-14,A84950-1 NEB – Letter – EE and EIPE - A5S2L2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3296675,National Energy Board,2017-07-14,A84949-1 NEB – Letter – EIPE - A5S2K9
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3296637,National Energy Board,2017-06-27,A84661-1 NEB - Letter - Manitoba Hydro - MMTP - Register to Participate - A5R8A3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3297175,Trans Mountain Pipeline ULC,2017-06-23,A84602-1 Ltr_Notice of Change Order FRO-002-2017_Final - A5R7F2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3297386,National Energy Board,2017-06-22,A84543-1 NEB Letter to NOVA Gas - Order GPL-N081-002-2017 - A5R6H9
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3298031,Trans Mountain Pipeline ULC,2017-06-16,A84459-4 App 3 - Trans Mountain Tear Sheets - Rocky Mountain - Wabamun - A5R4Y0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3298030,Trans Mountain Pipeline ULC,2017-06-16,A84459-2 App 3 - Trans Mountain Tear Sheets - Abbotsford - Edmonton - A5R4X8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3296821,Trans Mountain Pipeline ULC,2017-06-16,A84459-1 Trans Mountain Letter to NEB re s 34(1)(b) notice publication - A5R4X7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3296712,Trans Mountain Pipeline ULC,2017-06-16,A84459-3 App 3 - Trans Mountain Tear Sheets - Edson- Merritt - A5R4X9
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3294167,National Energy Board,2017-06-08,A84285-1 NEB Letter to TransCanada - Vaughan Mainline Expansion - A5R2C1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3280789,Trans Mountain Pipeline ULC,2017-06-02,A84172-1 Trans Mountain letter re Sherwood Park - Strathcona County News Notice - A5R0V9
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3280208,National Energy Board,2017-05-31,A84051-1 NEB - Letter - Trans Mountain - Detailed Route Extension Notices - A5Q6I4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3268447,Trans Mountain Pipeline ULC,2017-05-19,"A83736-1 Letter re s 34(1)(b) Notices, Errata and Appendix 1 - Re-publication schedule - A5Q0H1"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3268548,Environmental Defence,2017-05-17,A83656-1 Letter from Environmental Defence and Équiterre - River Crossing Information Gaps - A5L8T5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3265665,Trans Mountain Pipeline ULC,2017-05-15,A83552-1 Letter to NEB re section 34 notices - A5L6Z8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3253558,National Energy Board,2017-04-21,A82755-1 NEB - Letter - NOVA Gas - GC-127 - Draft PPBoR - A5K6G6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3241372,National Energy Board,2017-04-13,A82629-1 NEB - Letter - NOVA Gas - Sundre Crossover - A5K4F7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3242243,National Energy Board,2017-04-12,A82602-1 NEB Letter - Environnment Canada - Veresen NGL - Empress Pipeline - Potential Effect on Species Listed Under the Species at Risk Act - A5K3T6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3224180,National Energy Board,2017-03-30,A82332-1 NEB Letter - Permit EPE-423 - Northland - Export electricity from its Kingston Cogen plant located in Bath Ontario - A5J8Z5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3225360,TransCanada PipeLines Limited,2017-03-29,A82299-1 Dawn LTFP Streamline Process Notice - A5J8Q2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3225687,Union Gas Limited,2017-03-28,A82284-1 Union Gas Limited Letter to NEB - Response to Request for Direction on Final Argument by TransGas Limited - A5J8I4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3210529,National Energy Board,2017-03-22,A82199-1 NEB - Letter - MIPL(C)L - Husky-Marwayne - AO-001-XG-M29-61-94 - A5J6W7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3210073,National Energy Board,2017-03-16,A82113-1 NEB - Letter - NOVA Gas - Towerbirch Expansion GH-003-2015 - Project Approval - A5J5G4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3201054,Trans Mountain Pipeline ULC,2017-03-03,A81964-1 Trans Mountain Letter re Segmented PPBoR Schedule with App A and B - A5J2R0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3186342,National Energy Board,2017-02-22,A81810-1 NEB - Letter - Environment and Climate Change Canada - Westcoast - 2BL Crossover Assemblies Replacement - Species at Risk Act - A5I9R5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3185818,Trans Mountain Pipeline ULC,2017-02-17,"A81778-1 Segmented Plan, Profile and Book of Reference (PPBoR) Filing Schedule - A5I9A7"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3179613,National Energy Board,2017-02-10,"A81698-1 NEB - Letter - Trans Mountain - Approval of Plan, Profile and Book of Reference PPBoR - A5I7K8"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3179064,National Energy Board,2017-02-02,A81621-1 NEB Letter to Enbridge – PPBoR – Line 3 replacement - A5I6H1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3179055,National Energy Board,2017-02-02,A81612-1 NEB – Notice of Intent – NGTL - Albersun Project – GHW-001-2016 - A5I6E1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3179227,National Energy Board,2017-01-27,A81512-1 NEB - Letter - IESO - AO-003-EPE-289 - A5I4R8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3179871,National Energy Board,2017-01-26,A81480-1 NEB Letter to NOVA Gas – Application to Participate Notice – Peace River - A5I4D6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3179649,National Energy Board,2017-01-26,A81484-1 NEB – Letter – Enbridge Line 10 Replacement – OH-001-2016 - A5I4F6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3162498,National Energy Board,2017-01-19,A81381-1 NEB - Letter - Enbridge - Line 9B Reversal Condition 25 Order XO-E101-003-2014 - A5I2Q7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3166424,National Energy Board,2017-01-12,A81272-1 NEB - Letter - Environment and Climate Change Canada - Westcoast - Coquihalla River Crossing 16 Replacement Project - Species at Risk Act
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3118437,Enbridge Pipelines Inc.,2016-12-23,A81151-1 Letter to NEB re Sample Section 34 Notices and PPBoR - A5H8E6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3117995,National Energy Board,2016-12-22,A81129-1 NEB Letter Rate of Return on Common Equity per Discontinued RH-2-94 Formula for 2017
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3117538,National Energy Board,2016-12-20,A81100-1 NEB Letter - Process - TransCanada Herbert LTFP - A5H7J3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3116767,National Energy Board,2016-12-19,A81092-1 NEB Letter to Montreal Pipe Line Limited Order MO-057-2016
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3097126,National Energy Board,2016-12-15,A81044-3 NEB Letter to Westcoast Wyndwood Pipeline Expansion - Notice of Public Hearing and Application to Participate and Legislated Time Limit and Decision on Process - A5H6I8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3096248,National Energy Board,2016-12-15,A81046-1 NEB Letter - SocïVolta Inc.
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3096244,National Energy Board,2016-12-15,A81043-1 Letter to Westcoast Wyndwood Pipeline Expansion - Notice of Public Hearing and Application to Participate and Legislated Time Limit and Decision on Process - A5H6I6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3096566,Centra Gas Manitoba Inc.,2016-12-14,A81031-1 Centra - Letter of Intent to Participate - December 14 2016 - A5H6F7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3096768,Trans Mountain Pipeline ULC,2016-12-09,A80988-1 Trans Mountain Sample PPBoR - Section 34 Notice Filing and Appendix 1 - A5H5L1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3085018,TransCanada PipeLines Limited,2016-11-30,A80852-1 Herbert LTFP Streamline Process Notice - A5H3U3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3084009,National Energy Board,2016-11-25,"A80819-1 NEB Letter - NGTL - Draft PPBoR, Notices and Publication Plan - 2017 NGTL System Expansion"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3075173,National Energy Board,2016-11-08,A80499-1 NEB Letter to Parties - Motions and Requests - Energy East and Eastern Mainline
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3052196,Energy East Pipeline Ltd. and TransCanada PipeLines Limited,2016-09-09,A79372-1 Energy East - TransCanada letter -Library Confirmation - Energy East & EML Projects
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3051911,National Energy Board,2016-09-09,A79374-1 NEB Recusal Decision Statement of Chair and Vice-Chair - A79373-2 ONÉ Décision no. 28 - Récusation du Comité et ajournement de l'audience OH-002-2016 - Energy East and Eastern Mainline
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3028351,National Energy Board,2016-09-02,A79267-3 Letter - Pre-hearing technical conference - A5E9C7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3027914,National Energy Board,2016-09-02,A79256-1 Letter - A5E8Y7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3027469,National Energy Board,2016-09-02,A79267-1 Letter to Pembina Resources Services Canada Process Decision RH-002-2016 - A5E9C5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3028315,Petrogas Energy Corp.,2016-08-29,A79167-1 Letter re Publication Confirmation - A5E7V2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3027734,Maritime Electric,2016-08-24,A79095-1 Letter - A5E6X4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3013301,"EDF Trading North America, LLC",2016-07-28,"A78730-1 EDF Trading North America, LLC - Tear Sheets and Affidavit - A5E1Q9"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3013517,National Energy Board,2016-07-26,A78705-1 Letter - A5E1H7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3006568,Independent Electricity System Operator,2016-07-20,A78621-1 IESO Cover Letter Export Permit Application 2016-07-20 - A5E0C5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3005080,Letters of Comment,2016-06-30,A78365-5 Pages 541-598 - A5D6K9
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004765,National Energy Board,2016-06-28,A78263-1 Letter to TransCanada PipeLines Limited - Orders Respecting Giuseppe Sidoti and Maria Sidoti - A5D5H7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004642,Letters of Comment,2016-06-28,A78157-3 Pages 201-220 - A5D4H0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004301,Rhonda de Vries,2016-06-28,A78175-1 Letter - A5D4L1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004092,Letters of Comment,2016-06-28,A78157-2 Pages 181-200 - A5D4G9
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004090,Letters of Comment,2016-06-28,A78147-2 Pages 21-40 - A5D4E2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3004142,Letters of Comment,2016-06-24,A78007-2 Pages 23-42 - A5D2Q4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3003937,Letters of Comment,2016-06-24,A77997-5 Pages 286-317 - A5D2I8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3003559,Letters of Comment,2016-06-24,A77986-3 Pages 383-414 - A5D2E8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3003450,Letters of Comment,2016-06-24,A78002-1 Pages 1-49 - A5D2K4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3003437,Letters of Comment,2016-06-24,A77981-4 Pages 255-286 - A5D2D2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3003436,Letters of Comment,2016-06-24,A77981-3 Pages 224-254 - A5D2D1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3003374,National Energy Board,2016-06-24,A78010-1 NEB Letter - Energy East and Eastern Mainline time limits - A5D2R4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2985092,Équiterre,2016-06-13,A77512-1 Letter - A5C6H2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2981627,National Energy Board,2016-05-27,A77196-1 Letter - A5C1V2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2981522,National Energy Board,2016-05-27,A77182-1 Letter - A5C1L7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2982162,National Energy Board,2016-05-26,A77165-1 Letter - A5C1E2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2981487,WCC LNG Ltd.,2016-05-25,A77135-1 WCC LNG Ltd. - Letter re Confirmation of Publication of Notice - A5C0U4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2949964,TransCanada PipeLines Limited,2016-04-18,A76409-1 Confirmation of Publication Notice - A4Z3W7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2939162,National Energy Board,2016-04-11,A76308-1 Letter - A4Z2L8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2938024,National Energy Board,2016-04-01,A76197-1 Letter to TransCanada - Confidentiality Request of Species at Risk - A4Z0X4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2938245,National Energy Board,2016-03-31,A76143-1 Application to Participate Notification and List of Issues - A4Z0D8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2935667,National Energy Board,2016-03-04,A75809-1 ITC Lake Erie Connector Project - Notice of Intent to Provide Oral Traditional Evidence - A4Y5K8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2930951,Maria La Rocca,2016-03-03,A75776-1 Letter - A4Y4Y5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2935168,ATCO Power Canada Ltd.,2016-03-02,A75762-1 Tear sheets of the NOA/DOP and Affidavit of the Director - A4Y4T9
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2930912,Energy East Pipeline Ltd.,2016-02-26,A75676-1 Response to NEB Directive Dated 3 February 2016 - A4Y3V6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2930822,National Energy Board,2016-02-26,A75675-1 Letter to TransCanada PipeLines Limited - A4Y3V4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2931324,TransCanada PipeLines Limited,2016-02-24,A75629-1 Confirmation of Publication of Notice of Public Hearing and ATP - A4Y3D2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2928068,National Energy Board,2016-02-19,A75585-4 Pièces jointes - A4Y2L3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2926974,National Energy Board,2016-02-08,A75469-1 Letter to Canadian Natural Resources Limited - Surety Bond Rider / Avenant au cautionnement - A4Y0L0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2926534,National Energy Board,2016-02-08,A75470-1 Letter to Bow River – Credit Amendment - A4Y0L2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2903084,Robert G Gollinger,2015-12-30,A74954-1 Letter - A4X2S2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2897429,Transition Initiative Kenora,2015-12-18,A74856-1 Transition Initiative Kenora - Ltr to NEB re Completeness determination - A4X1H2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2856068,NOVA Gas Transmission Ltd.,2015-11-10,A73879-1 Towerbirch - Confirmation of Notice Publication - A4V3F9
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2855470,NewTimes Energy Ltd,2015-11-04,A73710-1 Letter to NEB - NewTimes confirmation of publication dates - A4V1C6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2855859,National Energy Board,2015-11-03,A73666-2 Plains Midstream Canada ULC - Plains Affiliates Part 1 of 2 - A4V0I4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2855552,National Energy Board,2015-11-03,A73671-1 Letter - A4V0K6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2855451,National Energy Board,2015-11-03,A73666-3 Plains Midstream Canada ULC (Plains Affiliates) Part 2 of 2 - A4V0I5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2837902,National Energy Board,2015-10-16,Letter regarding Pipeline Abandonment Trusts to TransCanada Companies - A4U4C3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2837129,National Energy Board,2015-10-01,A45-01 - Letter to Sioux Valley Dakota Nation regarding submission in opposition of the Project - A4T9I9
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2837297,National Energy Board,2015-09-30,Letter to A C LNG Inc. - Notice of Application and Comment Period - A4T8K4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2823813,National Energy Board,2015-09-16,Letter to Canada Stewart Energy Group Ltd. - Application for Licence to Export Gas as Liquefied Natural Gas - A4T3S2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2811793,National Energy Board,2015-08-19,Notice Letter to AltaGas DCLNG - A4S6G3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2810353,Assembly of First Nations' Chiefs in New Brunswick,2015-08-13,A71843-1 Assembly of First Nations' Chiefs in New Brunswhich Letter - A4S2E0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2810640,NOVA Gas Transmission Ltd.,2015-08-12,B10-01 NGTL Letter to NEB - Continued Engagement - A4S1I3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2809845,National Energy Board,2015-07-31,A71576-1 NEB Letter NOVA Gas - HO – 2017 System Expansion – GH-002-2015
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2809524,Energy East Pipeline Ltd.,2015-07-28,A71505-1 Energy East Response to Frog Lake First Nation - A4R8A3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2809793,Wolf Lake First Nation and Eagle Village First Nation,2015-07-27,Letter - A4R7R4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2809180,National Energy Board,2015-07-24,Letter to TransCanada - Prairie Tie-In Project Legislated Time Limit and Decision on Process - A4R7C0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2791645,National Energy Board,2015-06-29,Consultation on Proposed Regulatory Amendments - A4R0Q7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2789203,NOVA Gas Transmission Ltd.,2015-06-17,_North Montney PPBOR Cover Letter - NGTL PPBOR Samples Filing - A4Q6U9
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2788097,Valero Energy Inc.,2015-06-12,English Letter - A4Q5Z3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2787324,National Energy Board,2015-05-29,A2-01 Notice of Public Hearing and Application to Participate - NGTL System Expansion Project - A4Q3L8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2785143,Tsleil-Waututh Nation,2015-05-26,C358-13-1 - Cover ltr NEB re TWN Written Evidence - A4L5Z2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2777147,Roctop Investments Inc.,2015-05-22,Letter - A4L4S5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2776227,Robyn Allan,2015-05-19,C9-31-1 - Withdrawal Letter - A4L3S6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2776280,National Energy Board,2015-05-13,ONÉ Lettre - Trans Mountain - Étude de fondation - condition 2 de l'Ordonnance XO-T260-002-2015
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2776964,National Energy Board,2015-05-12,letter to Woodside Energy Holdings Pty Ltd. - A4L2E6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2759305,Fron Lake First Nations,2015-04-21,A69595-1 Frog Lake First Nations - Letter - A4K6T0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2758476,National Energy Board,2015-04-10,A151-1 - Letter to Adam Olsen - Oral Aboriginal traditional evidence - availability of audio recordings - A4K4S6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2748633,Enbridge Pipelines Inc.,2015-03-25,B10-01 - Letter to NEB Re Notice of Publication - A4J9V1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2748623,City of Burnaby,2015-03-24,C69-36-1 - City of Burnaby - Notice of Motion - TERMPOL IR 2(b) - A4J9J5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2715095,National Energy Board,2015-03-17,Letter to NGTL regarding an Application for Alces River B2 and Saddle Hills Compressor Stations Modifications under section 58 of the NEB Act - Legislated Time Limit and Decision on Process - A4J8E3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2697339,Robyn Allan,2015-03-09,"Reply Letter Motion 10 Appendix 1 Definition of ""Company"" NEB Act - A4J3H1"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2697322,Enbridge Inc.,2015-03-06,B9-01 - Letter to Ladowner- A4J2W1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2695197,Robyn Allan,2015-03-01,C9-30-1 - Reply Letter Motion 10 to Dismiss - A4I7J9
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2692565,Enbridge Pipelines Inc.,2015-02-23,B15-04 - Letter - A4I1W3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2692011,National Energy Board,2015-02-23,Letter to TransCanada Pipelines Ltd. - Parkway West Project - Legistlated Time Limit and Decision on Process - A4I1Y3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2691761,National Energy Board,2015-02-23,Letter to NOVA Gas Transmission Ltd. - Little Sundance Receipt Meter Station - A4I1Y6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2691755,Enbridge Pipelines Inc.,2015-02-23,B15-01 - Cover Letter - A4I1W0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2692608,National Energy Board,2015-02-19,NOVA Gas Transmission Ltd - Yellowhead Receipt Meter Station - A4I0H0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2680042,National Energy Board,2015-02-05,A4-01 - Notice of Public Hearing and Application to Participate - A4H2W8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2586979,Canim Lake Band,2015-01-20,Letter - A4G7F0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2586814,TransCanada,2015-01-14,MH-001-2013_Letter Revised Abandonment Trust Agreements - A4G4Y4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2585534,National Energy Board,2014-12-22,A4-01 Letter with List of Parties GHW-001-2014 - A4G2X2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2578347,TransCanada PipeLines Limited,2014-12-04,B3-01 KNCP Project - Confirmation of Publication - A4F7F6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2545993,National Energy Board,2014-11-07,Letter to Cedars Rapids Transmission Company Limited - A4E7L0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2539051,National Energy Board,2014-10-22,Lettre à NOVA Gas Transmission Ltd.- Wildhay River South Receipt Meter Station - Completeness determination - A4D5G2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2538838,Squamish Nation,2014-10-22,C319-10-2 - Squamish Nation - Index of Place Names (00974504) - A4D5J3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2538299,"ALLETTE, Inc. d/b/a Minnesota Power",2014-10-22,Letter - A4D5Q5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2527098,Duncan's First Nation,2014-10-15,Letter - A4D2E6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2504318,National Energy Board,2014-09-04,Letter and Revised Notice to Steelhead LNG - A4A8E5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2498765,Rainbow Energy Marketing Corporation,2014-08-25,Letter - A4A4R0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2498748,National Energy Board,2014-08-22,"Letter to Corporation Champion Pipe Line Limitée - Application for authorization to relocate the pipeline along a portion of the dam complex in Témiscamingue, Ontario - A4A3Y6"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2498621,National Energy Board,2014-08-21,Letter only - A4A3K5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2499177,National Energy Board,2014-08-20,A2-1 - Letter to Alliance Pipeline Ltd. RH-002-2014 - A4A2X4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2499164,National Energy Board,2014-08-18,A72-1 - Letter to Trans Mountain Pipeline ULC =-Supplemental Application to Participate Notification - A4A2S3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2497767,National Energy Board,2014-08-14,A22-1 Letter Procedural Matters and Directives - A4A1L3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2495496,National Energy Board,2014-08-12,Letter to Hydro One Exemption request PRC-006-1 - A4A0H0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2491192,National Energy Board,2014-08-11,Notice letter to Woodside Energy - A4A0C2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2490477,"Great Bay Energy VI, LLC",2014-08-01,Letter - A3Z8R0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2490761,National Energy Board,2014-07-28,Letter to Enbridge Pipelines (Westpur) Inc. - A3Z6W7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2487934,National Energy Board,2014-07-24,Letter to AltaGas Ltd. Export Permit Withdrawal - A3Z5V8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2487036,National Energy Board,2014-07-11,Letter - A3Z2K3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2486253,National Energy Board,2014-07-11,Letter to Pacific Summit Energy LLC-GO-067-2014 - A3Z2I8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2481748,National Energy Board,2014-06-12,Letter to Darryl Carter on behalf of Diane Murray - Late Participation Status - A3Y0H3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2478624,NOVA Gas Transmission Ltd.,2014-05-30,B4-1 Wolverine Lateral Loop (Carmon Creek Section) Application - Notice of Publication Letter - A3X4S1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2477607,National Energy Board,2014-05-28,Letter to Concord Energy LLC - A3X3W9
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2462114,Trans Mountain Pipeline ULC,2014-05-16,"B34-2 - Letter to NEB re Response to the Notice of Motion by L Quarmby et. al. Dated May 6, 2014 _Attachment 1 - A3X0T2"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2452350,National Energy Board,2014-05-02,Letter to Enbridge Pipelines Inc. - A3W4E5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2452703,National Energy Board,2014-05-01,Letter - Relocation of NEB Offices - A3W3T1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2451658,National Energy Board,2014-04-29,A28-1 - Letter to Tsuu T’ina Nation - Trans Mountain Expansion Project - A3W2G7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2451425,City of Burnaby,2014-04-24,C69-3-1 - City of Burnaby - Response to Notice of Motion of Robyn Allan - A3W0L2
